name	path	emotion
['Ses01M', 'script03', '1', 'F017']	IEMOCAP_mp3/Ses01M_script03_1_F017_hap.mp3	negative
['Ses03F', 'impro06', 'F028']	IEMOCAP_mp3/Ses03F_impro06_F028_sad.mp3	negative
['Ses05M', 'script01', '1b', 'M031']	IEMOCAP_mp3/Ses05M_script01_1b_M031_ang.mp3	positive
['Ses01M', 'impro03', 'F024']	IEMOCAP_mp3/Ses01M_impro03_F024_exc.mp3	negative
['Ses01M', 'impro05', 'M026']	IEMOCAP_mp3/Ses01M_impro05_M026_ang.mp3	positive
['Ses05M', 'impro06', 'F008']	IEMOCAP_mp3/Ses05M_impro06_F008_sad.mp3	negative
['Ses05F', 'script01', '1', 'F030']	IEMOCAP_mp3/Ses05F_script01_1_F030_fru.mp3	negative
['Ses03F', 'script02', '2', 'M009']	IEMOCAP_mp3/Ses03F_script02_2_M009_fru.mp3	negative
['Ses05M', 'script03', '2', 'F037']	IEMOCAP_mp3/Ses05M_script03_2_F037_ang.mp3	positive
['Ses04F', 'impro08', 'F000']	IEMOCAP_mp3/Ses04F_impro08_F000_hap.mp3	negative
['Ses05M', 'script02', '1', 'F000']	IEMOCAP_mp3/Ses05M_script02_1_F000_sad.mp3	negative
['Ses05M', 'impro03', 'M007']	IEMOCAP_mp3/Ses05M_impro03_M007_hap.mp3	negative
['Ses04M', 'script02', '1', 'F002']	IEMOCAP_mp3/Ses04M_script02_1_F002_ang.mp3	positive
['Ses02F', 'impro05', 'F000']	IEMOCAP_mp3/Ses02F_impro05_F000_neu.mp3	negative
['Ses02M', 'impro07', 'M029']	IEMOCAP_mp3/Ses02M_impro07_M029_exc.mp3	negative
['Ses04M', 'script02', '1', 'M031']	IEMOCAP_mp3/Ses04M_script02_1_M031_exc.mp3	negative
['Ses05F', 'impro07', 'F016']	IEMOCAP_mp3/Ses05F_impro07_F016_exc.mp3	negative
['Ses05F', 'impro04', 'F033']	IEMOCAP_mp3/Ses05F_impro04_F033_fru.mp3	negative
['Ses05F', 'script01', '3', 'F015']	IEMOCAP_mp3/Ses05F_script01_3_F015_hap.mp3	negative
['Ses03F', 'impro04', 'M013']	IEMOCAP_mp3/Ses03F_impro04_M013_neu.mp3	negative
['Ses03M', 'impro04', 'F003']	IEMOCAP_mp3/Ses03M_impro04_F003_neu.mp3	negative
['Ses02M', 'script01', '1', 'M017']	IEMOCAP_mp3/Ses02M_script01_1_M017_neu.mp3	negative
['Ses01F', 'impro03', 'F000']	IEMOCAP_mp3/Ses01F_impro03_F000_hap.mp3	negative
['Ses04M', 'script03', '2', 'F030']	IEMOCAP_mp3/Ses04M_script03_2_F030_ang.mp3	positive
['Ses01F', 'script03', '1', 'M026']	IEMOCAP_mp3/Ses01F_script03_1_M026_hap.mp3	negative
['Ses02M', 'impro04', 'F004']	IEMOCAP_mp3/Ses02M_impro04_F004_neu.mp3	negative
['Ses02M', 'script02', '2', 'F020']	IEMOCAP_mp3/Ses02M_script02_2_F020_sad.mp3	negative
['Ses05F', 'script03', '2', 'M019']	IEMOCAP_mp3/Ses05F_script03_2_M019_ang.mp3	positive
['Ses03F', 'script01', '1', 'M016']	IEMOCAP_mp3/Ses03F_script01_1_M016_neu.mp3	negative
['Ses02F', 'impro01', 'M020']	IEMOCAP_mp3/Ses02F_impro01_M020_fru.mp3	negative
['Ses02M', 'impro04', 'M002']	IEMOCAP_mp3/Ses02M_impro04_M002_fru.mp3	negative
['Ses01F', 'impro04', 'M024']	IEMOCAP_mp3/Ses01F_impro04_M024_neu.mp3	negative
['Ses01F', 'impro02', 'F016']	IEMOCAP_mp3/Ses01F_impro02_F016_neu.mp3	negative
['Ses04M', 'impro05', 'M025']	IEMOCAP_mp3/Ses04M_impro05_M025_fru.mp3	negative
['Ses03F', 'impro06', 'F027']	IEMOCAP_mp3/Ses03F_impro06_F027_sad.mp3	negative
['Ses04F', 'script03', '2', 'F031']	IEMOCAP_mp3/Ses04F_script03_2_F031_ang.mp3	positive
['Ses03F', 'script02', '2', 'F040']	IEMOCAP_mp3/Ses03F_script02_2_F040_sad.mp3	negative
['Ses05F', 'impro05', 'M012']	IEMOCAP_mp3/Ses05F_impro05_M012_neu.mp3	negative
['Ses05F', 'script02', '2', 'F024']	IEMOCAP_mp3/Ses05F_script02_2_F024_fru.mp3	negative
['Ses05F', 'impro06', 'M008']	IEMOCAP_mp3/Ses05F_impro06_M008_sad.mp3	negative
['Ses05M', 'impro07', 'F010']	IEMOCAP_mp3/Ses05M_impro07_F010_neu.mp3	negative
['Ses04M', 'impro07', 'M030']	IEMOCAP_mp3/Ses04M_impro07_M030_neu.mp3	negative
['Ses05M', 'impro04', 'F014']	IEMOCAP_mp3/Ses05M_impro04_F014_neu.mp3	negative
['Ses03F', 'script03', '2', 'F022']	IEMOCAP_mp3/Ses03F_script03_2_F022_fru.mp3	negative
['Ses04F', 'impro07', 'M006']	IEMOCAP_mp3/Ses04F_impro07_M006_exc.mp3	negative
['Ses01F', 'script02', '2', 'M001']	IEMOCAP_mp3/Ses01F_script02_2_M001_exc.mp3	negative
['Ses02M', 'script02', '2', 'F046']	IEMOCAP_mp3/Ses02M_script02_2_F046_neu.mp3	negative
['Ses01M', 'impro04', 'M018']	IEMOCAP_mp3/Ses01M_impro04_M018_ang.mp3	positive
['Ses04M', 'impro04', 'M023']	IEMOCAP_mp3/Ses04M_impro04_M023_oth.mp3	negative
['Ses04F', 'impro07', 'M063']	IEMOCAP_mp3/Ses04F_impro07_M063_neu.mp3	negative
['Ses03M', 'impro07', 'M019']	IEMOCAP_mp3/Ses03M_impro07_M019_exc.mp3	negative
['Ses05F', 'script02', '2', 'M003']	IEMOCAP_mp3/Ses05F_script02_2_M003_neu.mp3	negative
['Ses01F', 'impro05', 'M008']	IEMOCAP_mp3/Ses01F_impro05_M008_neu.mp3	negative
['Ses05F', 'impro05', 'M006']	IEMOCAP_mp3/Ses05F_impro05_M006_neu.mp3	negative
['Ses03F', 'impro02', 'F022']	IEMOCAP_mp3/Ses03F_impro02_F022_fru.mp3	negative
['Ses03F', 'impro03', 'M001']	IEMOCAP_mp3/Ses03F_impro03_M001_exc.mp3	negative
['Ses05F', 'impro01', 'M011']	IEMOCAP_mp3/Ses05F_impro01_M011_fru.mp3	negative
['Ses05F', 'script01', '1', 'M031']	IEMOCAP_mp3/Ses05F_script01_1_M031_fru.mp3	negative
['Ses05F', 'impro08', 'M021']	IEMOCAP_mp3/Ses05F_impro08_M021_fru.mp3	negative
['Ses01F', 'script02', '1', 'M036']	IEMOCAP_mp3/Ses01F_script02_1_M036_hap.mp3	negative
['Ses01F', 'script01', '2', 'F014']	IEMOCAP_mp3/Ses01F_script01_2_F014_fru.mp3	negative
['Ses03F', 'script01', '2', 'F001']	IEMOCAP_mp3/Ses03F_script01_2_F001_ang.mp3	positive
['Ses01M', 'script01', '1', 'M026']	IEMOCAP_mp3/Ses01M_script01_1_M026_fru.mp3	negative
['Ses05M', 'impro07', 'F024']	IEMOCAP_mp3/Ses05M_impro07_F024_neu.mp3	negative
['Ses01F', 'script01', '3', 'M014']	IEMOCAP_mp3/Ses01F_script01_3_M014_sur.mp3	negative
['Ses02M', 'impro04', 'F015']	IEMOCAP_mp3/Ses02M_impro04_F015_neu.mp3	negative
['Ses01M', 'impro03', 'F009']	IEMOCAP_mp3/Ses01M_impro03_F009_exc.mp3	negative
['Ses05F', 'script03', '2', 'F023']	IEMOCAP_mp3/Ses05F_script03_2_F023_ang.mp3	positive
['Ses03F', 'impro04', 'M000']	IEMOCAP_mp3/Ses03F_impro04_M000_neu.mp3	negative
['Ses02F', 'impro06', 'M012']	IEMOCAP_mp3/Ses02F_impro06_M012_neu.mp3	negative
['Ses04M', 'script02', '2', 'F006']	IEMOCAP_mp3/Ses04M_script02_2_F006_ang.mp3	positive
['Ses02M', 'impro01', 'M015']	IEMOCAP_mp3/Ses02M_impro01_M015_fru.mp3	negative
['Ses02M', 'script01', '3', 'M029']	IEMOCAP_mp3/Ses02M_script01_3_M029_sad.mp3	negative
['Ses02F', 'script01', '2', 'F015']	IEMOCAP_mp3/Ses02F_script01_2_F015_fru.mp3	negative
['Ses03F', 'script01', '1', 'M009']	IEMOCAP_mp3/Ses03F_script01_1_M009_neu.mp3	negative
['Ses05F', 'script02', '2', 'F019']	IEMOCAP_mp3/Ses05F_script02_2_F019_sad.mp3	negative
['Ses05F', 'impro05', 'F045']	IEMOCAP_mp3/Ses05F_impro05_F045_fru.mp3	negative
['Ses01F', 'script01', '1', 'M043']	IEMOCAP_mp3/Ses01F_script01_1_M043_fru.mp3	negative
['Ses04F', 'script02', '2', 'F046']	IEMOCAP_mp3/Ses04F_script02_2_F046_hap.mp3	negative
['Ses02M', 'impro03', 'F012']	IEMOCAP_mp3/Ses02M_impro03_F012_exc.mp3	negative
['Ses03F', 'impro04', 'M009']	IEMOCAP_mp3/Ses03F_impro04_M009_neu.mp3	negative
['Ses01F', 'impro07', 'F012']	IEMOCAP_mp3/Ses01F_impro07_F012_exc.mp3	negative
['Ses01M', 'script01', '1', 'M030']	IEMOCAP_mp3/Ses01M_script01_1_M030_fru.mp3	negative
['Ses05F', 'impro01', 'M008']	IEMOCAP_mp3/Ses05F_impro01_M008_fru.mp3	negative
['Ses03M', 'impro04', 'M012']	IEMOCAP_mp3/Ses03M_impro04_M012_fru.mp3	negative
['Ses03F', 'script01', '1', 'M015']	IEMOCAP_mp3/Ses03F_script01_1_M015_fru.mp3	negative
['Ses04F', 'impro07', 'M046']	IEMOCAP_mp3/Ses04F_impro07_M046_exc.mp3	negative
['Ses04M', 'script03', '1', 'F023']	IEMOCAP_mp3/Ses04M_script03_1_F023_exc.mp3	negative
['Ses03M', 'impro02', 'M024']	IEMOCAP_mp3/Ses03M_impro02_M024_sad.mp3	negative
['Ses02F', 'impro04', 'M005']	IEMOCAP_mp3/Ses02F_impro04_M005_neu.mp3	negative
['Ses03M', 'impro03', 'F017']	IEMOCAP_mp3/Ses03M_impro03_F017_hap.mp3	negative
['Ses05M', 'impro02', 'M007']	IEMOCAP_mp3/Ses05M_impro02_M007_sad.mp3	negative
['Ses04F', 'script02', '2', 'M014']	IEMOCAP_mp3/Ses04F_script02_2_M014_fru.mp3	negative
['Ses04F', 'script01', '2', 'M018']	IEMOCAP_mp3/Ses04F_script01_2_M018_fru.mp3	negative
['Ses04M', 'impro01', 'F018']	IEMOCAP_mp3/Ses04M_impro01_F018_ang.mp3	positive
['Ses04F', 'impro03', 'F050']	IEMOCAP_mp3/Ses04F_impro03_F050_exc.mp3	negative
['Ses04F', 'impro07', 'F021']	IEMOCAP_mp3/Ses04F_impro07_F021_exc.mp3	negative
['Ses04M', 'script01', '1', 'F033']	IEMOCAP_mp3/Ses04M_script01_1_F033_neu.mp3	negative
['Ses05M', 'script03', '2', 'M041']	IEMOCAP_mp3/Ses05M_script03_2_M041_ang.mp3	positive
['Ses05M', 'impro07', 'M004']	IEMOCAP_mp3/Ses05M_impro07_M004_exc.mp3	negative
['Ses04F', 'impro04', 'F033']	IEMOCAP_mp3/Ses04F_impro04_F033_fru.mp3	negative
['Ses02M', 'impro07', 'M010']	IEMOCAP_mp3/Ses02M_impro07_M010_hap.mp3	negative
['Ses01M', 'script01', '1', 'M032']	IEMOCAP_mp3/Ses01M_script01_1_M032_fru.mp3	negative
['Ses04M', 'impro05', 'F021']	IEMOCAP_mp3/Ses04M_impro05_F021_fru.mp3	negative
['Ses05F', 'script03', '2', 'F026']	IEMOCAP_mp3/Ses05F_script03_2_F026_fru.mp3	negative
['Ses05F', 'script03', '2', 'M043']	IEMOCAP_mp3/Ses05F_script03_2_M043_ang.mp3	positive
['Ses03F', 'script03', '1', 'M013']	IEMOCAP_mp3/Ses03F_script03_1_M013_exc.mp3	negative
['Ses02M', 'script02', '1', 'M022']	IEMOCAP_mp3/Ses02M_script02_1_M022_sur.mp3	negative
['Ses02M', 'script03', '2', 'M040']	IEMOCAP_mp3/Ses02M_script03_2_M040_ang.mp3	positive
['Ses03M', 'impro08a', 'F000']	IEMOCAP_mp3/Ses03M_impro08a_F000_fru.mp3	negative
['Ses01F', 'script03', '2', 'M026']	IEMOCAP_mp3/Ses01F_script03_2_M026_ang.mp3	positive
['Ses04F', 'script02', '2', 'M006']	IEMOCAP_mp3/Ses04F_script02_2_M006_fru.mp3	negative
['Ses05M', 'script01', '1b', 'M016']	IEMOCAP_mp3/Ses05M_script01_1b_M016_fru.mp3	negative
['Ses04M', 'impro03', 'F010']	IEMOCAP_mp3/Ses04M_impro03_F010_exc.mp3	negative
['Ses05F', 'script01', '1', 'M010']	IEMOCAP_mp3/Ses05F_script01_1_M010_fru.mp3	negative
['Ses01F', 'script02', '1', 'F015']	IEMOCAP_mp3/Ses01F_script02_1_F015_neu.mp3	negative
['Ses04F', 'impro05', 'F013']	IEMOCAP_mp3/Ses04F_impro05_F013_ang.mp3	positive
['Ses01M', 'script01', '2', 'M004']	IEMOCAP_mp3/Ses01M_script01_2_M004_fru.mp3	negative
['Ses01F', 'impro07', 'F016']	IEMOCAP_mp3/Ses01F_impro07_F016_exc.mp3	negative
['Ses02F', 'impro08', 'F004']	IEMOCAP_mp3/Ses02F_impro08_F004_neu.mp3	negative
['Ses03M', 'impro05a', 'F008']	IEMOCAP_mp3/Ses03M_impro05a_F008_neu.mp3	negative
['Ses02F', 'script02', '1', 'F005']	IEMOCAP_mp3/Ses02F_script02_1_F005_neu.mp3	negative
['Ses04M', 'impro08', 'M007']	IEMOCAP_mp3/Ses04M_impro08_M007_fru.mp3	negative
['Ses01M', 'impro07', 'F022']	IEMOCAP_mp3/Ses01M_impro07_F022_exc.mp3	negative
['Ses03M', 'script02', '2', 'M010']	IEMOCAP_mp3/Ses03M_script02_2_M010_fru.mp3	negative
['Ses05M', 'impro03', 'M030']	IEMOCAP_mp3/Ses05M_impro03_M030_hap.mp3	negative
['Ses01F', 'script01', '2', 'M011']	IEMOCAP_mp3/Ses01F_script01_2_M011_fru.mp3	negative
['Ses04M', 'script02', '1', 'F014']	IEMOCAP_mp3/Ses04M_script02_1_F014_neu.mp3	negative
['Ses02M', 'impro07', 'M015']	IEMOCAP_mp3/Ses02M_impro07_M015_exc.mp3	negative
['Ses04M', 'impro05', 'F012']	IEMOCAP_mp3/Ses04M_impro05_F012_fru.mp3	negative
['Ses05F', 'impro07', 'F029']	IEMOCAP_mp3/Ses05F_impro07_F029_exc.mp3	negative
['Ses03M', 'script01', '3', 'M040']	IEMOCAP_mp3/Ses03M_script01_3_M040_sad.mp3	negative
['Ses05M', 'script01', '2', 'M000']	IEMOCAP_mp3/Ses05M_script01_2_M000_neu.mp3	negative
['Ses05F', 'impro08', 'F026']	IEMOCAP_mp3/Ses05F_impro08_F026_neu.mp3	negative
['Ses05F', 'impro04', 'M019']	IEMOCAP_mp3/Ses05F_impro04_M019_fru.mp3	negative
['Ses04F', 'script01', '2', 'M008']	IEMOCAP_mp3/Ses04F_script01_2_M008_neu.mp3	negative
['Ses03F', 'impro07', 'F009']	IEMOCAP_mp3/Ses03F_impro07_F009_exc.mp3	negative
['Ses03F', 'script01', '1', 'F032']	IEMOCAP_mp3/Ses03F_script01_1_F032_fru.mp3	negative
['Ses04F', 'script03', '2', 'F027']	IEMOCAP_mp3/Ses04F_script03_2_F027_ang.mp3	positive
['Ses03M', 'impro08a', 'M019']	IEMOCAP_mp3/Ses03M_impro08a_M019_neu.mp3	negative
['Ses02M', 'impro08', 'M002']	IEMOCAP_mp3/Ses02M_impro08_M002_neu.mp3	negative
['Ses03M', 'impro05a', 'M013']	IEMOCAP_mp3/Ses03M_impro05a_M013_ang.mp3	positive
['Ses02F', 'script03', '1', 'M015']	IEMOCAP_mp3/Ses02F_script03_1_M015_neu.mp3	negative
['Ses01F', 'script02', '1', 'M014']	IEMOCAP_mp3/Ses01F_script02_1_M014_neu.mp3	negative
['Ses03M', 'impro06', 'M011']	IEMOCAP_mp3/Ses03M_impro06_M011_sad.mp3	negative
['Ses04F', 'script01', '1', 'M040']	IEMOCAP_mp3/Ses04F_script01_1_M040_fru.mp3	negative
['Ses02M', 'script02', '1', 'M030']	IEMOCAP_mp3/Ses02M_script02_1_M030_sur.mp3	negative
['Ses03M', 'script01', '3', 'F018']	IEMOCAP_mp3/Ses03M_script01_3_F018_hap.mp3	negative
['Ses04M', 'impro05', 'F033']	IEMOCAP_mp3/Ses04M_impro05_F033_fru.mp3	negative
['Ses02M', 'script01', '1', 'M031']	IEMOCAP_mp3/Ses02M_script01_1_M031_fru.mp3	negative
['Ses01M', 'impro05', 'M023']	IEMOCAP_mp3/Ses01M_impro05_M023_ang.mp3	positive
['Ses04F', 'script02', '2', 'F034']	IEMOCAP_mp3/Ses04F_script02_2_F034_ang.mp3	positive
['Ses04M', 'script03', '2', 'M048']	IEMOCAP_mp3/Ses04M_script03_2_M048_ang.mp3	positive
['Ses02F', 'impro03', 'M012']	IEMOCAP_mp3/Ses02F_impro03_M012_exc.mp3	negative
['Ses05F', 'impro05', 'M017']	IEMOCAP_mp3/Ses05F_impro05_M017_neu.mp3	negative
['Ses04M', 'script03', '1', 'M012']	IEMOCAP_mp3/Ses04M_script03_1_M012_neu.mp3	negative
['Ses04M', 'script03', '2', 'M047']	IEMOCAP_mp3/Ses04M_script03_2_M047_ang.mp3	positive
['Ses03M', 'impro02', 'M021']	IEMOCAP_mp3/Ses03M_impro02_M021_fru.mp3	negative
['Ses02M', 'script02', '2', 'F017']	IEMOCAP_mp3/Ses02M_script02_2_F017_sad.mp3	negative
['Ses04M', 'impro02', 'M006']	IEMOCAP_mp3/Ses04M_impro02_M006_fru.mp3	negative
['Ses03M', 'impro08a', 'F032']	IEMOCAP_mp3/Ses03M_impro08a_F032_fru.mp3	negative
['Ses04M', 'script02', '2', 'M006']	IEMOCAP_mp3/Ses04M_script02_2_M006_ang.mp3	positive
['Ses01M', 'script03', '1', 'M029']	IEMOCAP_mp3/Ses01M_script03_1_M029_exc.mp3	negative
['Ses05F', 'impro06', 'M014']	IEMOCAP_mp3/Ses05F_impro06_M014_sad.mp3	negative
['Ses04M', 'script03', '2', 'F032']	IEMOCAP_mp3/Ses04M_script03_2_F032_ang.mp3	positive
['Ses04F', 'script03', '1', 'M006']	IEMOCAP_mp3/Ses04F_script03_1_M006_exc.mp3	negative
['Ses02F', 'script03', '1', 'M008']	IEMOCAP_mp3/Ses02F_script03_1_M008_neu.mp3	negative
['Ses04F', 'script03', '2', 'F017']	IEMOCAP_mp3/Ses04F_script03_2_F017_fru.mp3	negative
['Ses04M', 'script02', '2', 'F022']	IEMOCAP_mp3/Ses04M_script02_2_F022_fru.mp3	negative
['Ses05M', 'impro08', 'M025']	IEMOCAP_mp3/Ses05M_impro08_M025_neu.mp3	negative
['Ses05M', 'impro02', 'M023']	IEMOCAP_mp3/Ses05M_impro02_M023_sad.mp3	negative
['Ses05F', 'impro02', 'F001']	IEMOCAP_mp3/Ses05F_impro02_F001_sad.mp3	negative
['Ses04M', 'impro08', 'M017']	IEMOCAP_mp3/Ses04M_impro08_M017_neu.mp3	negative
['Ses05F', 'impro04', 'F006']	IEMOCAP_mp3/Ses05F_impro04_F006_fru.mp3	negative
['Ses02M', 'script02', '2', 'M014']	IEMOCAP_mp3/Ses02M_script02_2_M014_fru.mp3	negative
['Ses02M', 'script02', '2', 'F010']	IEMOCAP_mp3/Ses02M_script02_2_F010_fru.mp3	negative
['Ses01M', 'impro03', 'F026']	IEMOCAP_mp3/Ses01M_impro03_F026_exc.mp3	negative
['Ses01F', 'impro04', 'F027']	IEMOCAP_mp3/Ses01F_impro04_F027_fru.mp3	negative
['Ses02M', 'script02', '2', 'M035']	IEMOCAP_mp3/Ses02M_script02_2_M035_sad.mp3	negative
['Ses05F', 'impro06', 'M006']	IEMOCAP_mp3/Ses05F_impro06_M006_sad.mp3	negative
['Ses02M', 'script01', '1', 'F017']	IEMOCAP_mp3/Ses02M_script01_1_F017_fru.mp3	negative
['Ses03F', 'script02', '1', 'M004']	IEMOCAP_mp3/Ses03F_script02_1_M004_exc.mp3	negative
['Ses03F', 'impro04', 'M006']	IEMOCAP_mp3/Ses03F_impro04_M006_neu.mp3	negative
['Ses02F', 'impro06', 'M008']	IEMOCAP_mp3/Ses02F_impro06_M008_neu.mp3	negative
['Ses05M', 'script02', '2', 'M028']	IEMOCAP_mp3/Ses05M_script02_2_M028_fru.mp3	negative
['Ses05M', 'script02', '1', 'M024']	IEMOCAP_mp3/Ses05M_script02_1_M024_fru.mp3	negative
['Ses04M', 'script03', '2', 'M036']	IEMOCAP_mp3/Ses04M_script03_2_M036_ang.mp3	positive
['Ses04F', 'script03', '1', 'F005']	IEMOCAP_mp3/Ses04F_script03_1_F005_exc.mp3	negative
['Ses01M', 'impro01', 'M016']	IEMOCAP_mp3/Ses01M_impro01_M016_fru.mp3	negative
['Ses01M', 'impro07', 'F025']	IEMOCAP_mp3/Ses01M_impro07_F025_exc.mp3	negative
['Ses05F', 'script01', '2', 'F005']	IEMOCAP_mp3/Ses05F_script01_2_F005_fru.mp3	negative
['Ses01M', 'script01', '1', 'M035']	IEMOCAP_mp3/Ses01M_script01_1_M035_ang.mp3	positive
['Ses03F', 'impro02', 'F020']	IEMOCAP_mp3/Ses03F_impro02_F020_sad.mp3	negative
['Ses05F', 'impro04', 'F040']	IEMOCAP_mp3/Ses05F_impro04_F040_neu.mp3	negative
['Ses02M', 'impro05', 'M018']	IEMOCAP_mp3/Ses02M_impro05_M018_ang.mp3	positive
['Ses04M', 'impro04', 'M011']	IEMOCAP_mp3/Ses04M_impro04_M011_fru.mp3	negative
['Ses04M', 'impro08', 'F022']	IEMOCAP_mp3/Ses04M_impro08_F022_hap.mp3	negative
['Ses05M', 'impro03', 'F030']	IEMOCAP_mp3/Ses05M_impro03_F030_neu.mp3	negative
['Ses04M', 'impro07', 'F007']	IEMOCAP_mp3/Ses04M_impro07_F007_exc.mp3	negative
['Ses03F', 'impro07', 'F026']	IEMOCAP_mp3/Ses03F_impro07_F026_exc.mp3	negative
['Ses01F', 'script02', '1', 'M011']	IEMOCAP_mp3/Ses01F_script02_1_M011_neu.mp3	negative
['Ses05M', 'script03', '2', 'F040']	IEMOCAP_mp3/Ses05M_script03_2_F040_ang.mp3	positive
['Ses02F', 'script02', '1', 'M012']	IEMOCAP_mp3/Ses02F_script02_1_M012_neu.mp3	negative
['Ses04F', 'script02', '1', 'M016']	IEMOCAP_mp3/Ses04F_script02_1_M016_fru.mp3	negative
['Ses02F', 'script01', '2', 'M006']	IEMOCAP_mp3/Ses02F_script01_2_M006_neu.mp3	negative
['Ses03F', 'script03', '2', 'F043']	IEMOCAP_mp3/Ses03F_script03_2_F043_ang.mp3	positive
['Ses05M', 'impro02', 'M029']	IEMOCAP_mp3/Ses05M_impro02_M029_sad.mp3	negative
['Ses03F', 'impro07', 'M001']	IEMOCAP_mp3/Ses03F_impro07_M001_neu.mp3	negative
['Ses01F', 'script01', '3', 'F001']	IEMOCAP_mp3/Ses01F_script01_3_F001_neu.mp3	negative
['Ses03M', 'impro02', 'F013']	IEMOCAP_mp3/Ses03M_impro02_F013_sad.mp3	negative
['Ses02F', 'impro07', 'F023']	IEMOCAP_mp3/Ses02F_impro07_F023_exc.mp3	negative
['Ses02M', 'impro01', 'M003']	IEMOCAP_mp3/Ses02M_impro01_M003_neu.mp3	negative
['Ses05M', 'script03', '1', 'F000']	IEMOCAP_mp3/Ses05M_script03_1_F000_fea.mp3	negative
['Ses01M', 'script01', '1', 'M040']	IEMOCAP_mp3/Ses01M_script01_1_M040_sad.mp3	negative
['Ses04F', 'script02', '1', 'M025']	IEMOCAP_mp3/Ses04F_script02_1_M025_fru.mp3	negative
['Ses01M', 'impro02', 'F019']	IEMOCAP_mp3/Ses01M_impro02_F019_sad.mp3	negative
['Ses04M', 'script02', '2', 'F018']	IEMOCAP_mp3/Ses04M_script02_2_F018_sad.mp3	negative
['Ses03M', 'impro07', 'F005']	IEMOCAP_mp3/Ses03M_impro07_F005_sur.mp3	negative
['Ses04M', 'script01', '2', 'F004']	IEMOCAP_mp3/Ses04M_script01_2_F004_ang.mp3	positive
['Ses03M', 'script01', '2', 'M012']	IEMOCAP_mp3/Ses03M_script01_2_M012_fru.mp3	negative
['Ses04M', 'impro03', 'M022']	IEMOCAP_mp3/Ses04M_impro03_M022_hap.mp3	negative
['Ses01F', 'script01', '3', 'F000']	IEMOCAP_mp3/Ses01F_script01_3_F000_neu.mp3	negative
['Ses04M', 'script01', '1', 'M023']	IEMOCAP_mp3/Ses04M_script01_1_M023_fru.mp3	negative
['Ses04F', 'impro05', 'M015']	IEMOCAP_mp3/Ses04F_impro05_M015_fru.mp3	negative
['Ses01M', 'script02', '1', 'M016']	IEMOCAP_mp3/Ses01M_script02_1_M016_exc.mp3	negative
['Ses03F', 'script02', '1', 'M013']	IEMOCAP_mp3/Ses03F_script02_1_M013_exc.mp3	negative
['Ses01F', 'script02', '2', 'M037']	IEMOCAP_mp3/Ses01F_script02_2_M037_sad.mp3	negative
['Ses05M', 'impro04', 'F034']	IEMOCAP_mp3/Ses05M_impro04_F034_neu.mp3	negative
['Ses02M', 'script01', '2', 'F002']	IEMOCAP_mp3/Ses02M_script01_2_F002_ang.mp3	positive
['Ses05F', 'script01', '1', 'F024']	IEMOCAP_mp3/Ses05F_script01_1_F024_neu.mp3	negative
['Ses05F', 'script02', '2', 'M009']	IEMOCAP_mp3/Ses05F_script02_2_M009_fru.mp3	negative
['Ses05F', 'script01', '1', 'M014']	IEMOCAP_mp3/Ses05F_script01_1_M014_fru.mp3	negative
['Ses02M', 'impro07', 'F003']	IEMOCAP_mp3/Ses02M_impro07_F003_exc.mp3	negative
['Ses01M', 'script03', '1', 'M003']	IEMOCAP_mp3/Ses01M_script03_1_M003_fea.mp3	negative
['Ses01M', 'script02', '1', 'M041']	IEMOCAP_mp3/Ses01M_script02_1_M041_exc.mp3	negative
['Ses01M', 'impro03', 'F023']	IEMOCAP_mp3/Ses01M_impro03_F023_exc.mp3	negative
['Ses01M', 'impro06', 'F000']	IEMOCAP_mp3/Ses01M_impro06_F000_neu.mp3	negative
['Ses02M', 'script01', '3', 'F003']	IEMOCAP_mp3/Ses02M_script01_3_F003_hap.mp3	negative
['Ses04F', 'impro03', 'F047']	IEMOCAP_mp3/Ses04F_impro03_F047_exc.mp3	negative
['Ses03M', 'impro07', 'M024']	IEMOCAP_mp3/Ses03M_impro07_M024_exc.mp3	negative
['Ses04M', 'script03', '2', 'F024']	IEMOCAP_mp3/Ses04M_script03_2_F024_neu.mp3	negative
['Ses01F', 'script02', '1', 'M013']	IEMOCAP_mp3/Ses01F_script02_1_M013_neu.mp3	negative
['Ses01M', 'impro01', 'M017']	IEMOCAP_mp3/Ses01M_impro01_M017_fru.mp3	negative
['Ses05M', 'impro04', 'M011']	IEMOCAP_mp3/Ses05M_impro04_M011_fru.mp3	negative
['Ses05M', 'script01', '1b', 'F023']	IEMOCAP_mp3/Ses05M_script01_1b_F023_neu.mp3	negative
['Ses01F', 'impro04', 'F001']	IEMOCAP_mp3/Ses01F_impro04_F001_neu.mp3	negative
['Ses01M', 'script01', '1', 'F005']	IEMOCAP_mp3/Ses01M_script01_1_F005_sad.mp3	negative
['Ses03M', 'impro01', 'F000']	IEMOCAP_mp3/Ses03M_impro01_F000_neu.mp3	negative
['Ses04F', 'impro07', 'F052']	IEMOCAP_mp3/Ses04F_impro07_F052_exc.mp3	negative
['Ses01F', 'script01', '1', 'F044']	IEMOCAP_mp3/Ses01F_script01_1_F044_fru.mp3	negative
['Ses03F', 'script01', '1', 'F050']	IEMOCAP_mp3/Ses03F_script01_1_F050_neu.mp3	negative
